ID,Name,Category,Cooldown,Description
7542,Bloodbath,Ability,900,Converts a portion of physical damage dealt into HP.<br><Color(52258)>Duration:</Color> 20s
7543,Goad,Ability,1800,Refreshes TP of a single party member.<br><Color(52258)>Duration:</Color> 30s
7544,Invigorate,Ability,1200,Instantly restores 400 TP.
7545,Diversion,Ability,1200,Reduces enmity generation.<br><Color(52258)>Duration:</Color> 15s
7546,True North,Ability,1500,Nullifies all action direction requirements.<br><Color(52258)>Duration:</Color> 15s
7547,Crutch,Ability,900,Removes <Color(-154)>Bind</Color> and <Color(-154)>Heavy</Color> from target party member other than self.
7548,Arm's Length,Ability,600,Creates a barrier nullifying knockback and draw-in effects.<br><Color(52258)>Duration:</Color> 5s<br><Color(52258)>Additional Effect:</Color> <Color(-154)>Slow</Color> +20% when barrier is struck<br><Color(52258)>Duration:</Color> 15s
7549,Feint,Ability,1200,Lowers target's strength and dexterity by 10%.<br><Color(52258)>Duration:</Color> 10s
7550,Palisade,Ability,1500,Reduces physical damage taken by a party member by 20%.<br><Color(52258)>Duration:</Color> 10s
7551,Head Graze,Ability,300,Silences target.<br><Color(52258)>Duration:</Color> 1s
7552,Arm Graze,Ability,250,Stuns target.<br><Color(52258)>Duration:</Color> 2s
7553,Foot Graze,Ability,300,Binds target.<br><Color(52258)>Duration:</Color> 10s<br>Cancels auto-attack upon execution.<br>Target unbound if damage taken.
7554,Leg Graze,Ability,300,Inflicts target with <Color(-154)>Heavy</Color> +40%.<br><Color(52258)>Duration:</Color> 10s
7555,Tactician,Ability,1800,Gradually restores own TP and the TP of all nearby party members.<br><Color(52258)>Duration:</Color> 30s<br><Color(52258)>Additional Effect:</Color> Halves enmity
7556,Refresh,Ability,1800,Gradually restores own MP and the MP of all nearby party members.<br><Color(52258)>Duration:</Color> 30s<br><Color(52258)>Additional Effect:</Color> Halves enmity
7557,Peloton,Ability,50,Increases movement speed of self and nearby party members as long as they remain within distance.<br><Color(52258)>Duration:</Color> 30s<br>Effect also ends upon reuse or when enmity is generated. Cannot be used in battle.
7558,Break,Spell,25,Deals unaspected damage with a potency of 50.<br><Color(52258)>Additional Effect:</Color> <Color(-154)>Heavy</Color> +20%<br><Color(52258)>Duration:</Color> 20s
7559,Surecast,Ability,300,Next spell is cast without interruption.<br><Color(52258)>Additional Effect:</Color> Nullifies knockback and draw-in effects<br><Color(52258)>Duration:</Color> 10s
7560,Addle,Ability,1200,Lowers target's intelligence and mind by 10%.<br><Color(52258)>Duration:</Color> 10s
7561,Swiftcast,Ability,600,Next spell is cast immediately.<br><Color(52258)>Duration:</Color> 10s
7562,Lucid Dreaming,Ability,1200,Reduces enmity by half.<br><Color(52258)>Additional Effect:</Color> <Color(-154)>Refresh</Color><br><Color(52258)>Refresh Potency:</Color> 80<br><Color(52258)>Duration:</Color> 21s
7563,Apocatastasis,Ability,1500,Reduces a party member's magic vulnerability by 20%.<br><Color(52258)>Duration:</Color> 10s
7564,Drain,Spell,25,Deals unaspected damage with a potency of 80.<br><Color(52258)>Additional Effect:</Color> Absorbs a portion of damage dealt as HP
7565,Mana Shift,Ability,1500,Transfers up to 20% of own maximum MP to target party member.
7566,Erase,Ability,900,Removes a single damage over time effect from target party member other than self.<br><Color(52258)>Additional Effect:</Color> Restores target's HP<br><Color(52258)>Cure Potency:</Color> 200
7567,Cleric Stance,Ability,900,Increases attack magic potency by 5%.<br><Color(52258)>Duration:</Color> 15s
7568,Esuna,Spell,25,Removes a single detrimental effect from target.
7569,Eye for an Eye,Ability,1800,"Erects a magicked barrier around a single party member or pet.<br><Color(52258)>Duration:</Color> 20s<br><Color(52258)>Barrier Effect:</Color> 20% chance that when barrier is struck, the striker will deal 10% less damage<br><Color(52258)>Duration:</Color> 10s"
7570,Largesse,Ability,900,Increases healing magic potency by 20%.<br><Color(52258)>Duration:</Color> 20s
7571,Rescue,Ability,1500,Instantly draw target party member to your side. Cannot be used outside of combat or when target is suffering from certain enfeeblements.
7572,Protect,Spell,25,Increases the physical and magic defense of target and all party members nearby target.<br><Color(52258)>Duration:</Color> 30m
7599,Shockobo,Event,30,Releases a shockingly cute chocobo chick.
7600,Shockobo,Mount,30,Releases a shockingly cute chocobo chick.<br>?Has no effect in battle.
7619,Magitek Cannon,Ability,25,Fires an explosive projectile at the designated area.
7620,Photon Stream,Ability,25,Fires a short-range burst of energy in a straight line before you.
7621,Diffractive Magitek Cannon,Ability,100,Fires an explosive projectile.
7622,High-powered Magitek Cannon,Ability,100,Fires a short-range burst of energy.
7632,Gig,DoL Ability,0,Attempt to catch a fish using your gig.
7634,Gig Head,DoL Ability,0,Replace the head on your gig with one of a different size.
7816,Smoke Screen,0,25,Throw an incendiary device that creates a blanket of smoke temporarily granting you the <Color(-154)>Stealth</Color> status.
7855,Hissatsu: Chiten,Ability,300,"Reduces damage taken by 50% and counters up to the next 3 attacks.<br><Color(52258)>Counter Potency:</Color> 1,000<br><Color(52258)>Duration:</Color> 5s<br><Color(52258)>Counter Bonus:</Color> Increases <Color(-34022)>Kenki Gauge</Color> by 5<br><Color(52258)>Kenki Gauge Cost:</Color> 25"
7857,Hissatsu: Soten,Ability,100,"Move quickly to the specified location, delivering an attack with a potency of 1,000 to all enemies in your path.<br><Color(52258)>Kenki Gauge Cost:</Color> 25<br>Cannot use when bound."
7858,Monomachy,Ability,150,Increases damage dealt to target by 10% while lowering damage taken by target by 10%. Effect ends upon executing action on a different target.
7859,Flunge,Weaponskill,15,"Delivers an attack to all enemies in a cone before you with a potency of 1,000 for the first enemy, 25% less for the second, 50% less for the third, and 75% less for all remaining enemies.<br><Color(52258)>Additional Effect:</Color> <Color(-154)>Heavy</Color> +50%<br><Color(52258)>Duration:</Color> 2s"
7863,Leg Sweep,Ability,400,Stuns target.<br><Color(52258)>Duration:</Color> 3s
7864,Earth Tackle,Ability,300,Rushes target and delivers an attack with a potency of 100.<br><Color(52258)>Additional Effect:</Color> 10-yalm knockback<br><Color(52258)>Additional Effect:</Color> <Color(-154)>Stun</Color><br><Color(52258)>Duration:</Color> 2s<br>Can only be executed while under the effect of <Color(-154)>Fists of Earth</Color>.<br>Cannot be executed while bound.
7865,Wind Tackle,Ability,300,Rushes target and delivers an attack with a potency of 65.<br><Color(52258)>Additional Effect:</Color> <Color(-154)>Stun</Color><br><Color(52258)>Duration:</Color> 2s<br><Color(52258)>Additional Effect:</Color> Grants <Color(-154)>Riddle of Wind</Color><br><Color(52258)>Duration:</Color> 5s<br>Can only be executed while under the effect of <Color(-154)>Fists of Wind</Color>.<br>Cannot be executed while bound.
7866,Fire Tackle,Ability,300,Rushes target and delivers an attack with a potency of 130.<br><Color(52258)>Additional Effect:</Color> <Color(-154)>Stun</Color><br><Color(52258)>Duration:</Color> 2s<br>Can only be executed while under the effect of <Color(-154)>Fists of Fire</Color>.<br>Cannot be executed while bound.
7867,Iaijutsu,Weaponskill,25,Executes a weaponskill depending on current number of <Color(-154)>Sen</Color> stored in <Color(-34022)>Sen Gauge</Color>.<br><Color(52258)>1 Sen:</Color> <Color(-34022)>Higanbana</Color><br><Color(52258)>2 Sen:</Color> <Color(-34022)>Tenka Goken</Color><br><Color(52258)>3 Sen:</Color> <Color(-34022)>Midare Setsugekka</Color>
7868,Riddle of Wind,Ability,0,Rushes target and delivers an attack with a potency of 65.<br><Color(52258)>Additional Effect:</Color> <Color(-154)>Stun</Color><br><Color(52258)>Duration:</Color> 2s<br>Can only be executed while under the effect of <Color(-154)>Fists of Wind</Color> and <Color(-154)>Riddle of Wind</Color><br>Cannot be executed while bound.
7869,Dissolve Union,Ability,50,Dissolves current <Color(-154)>Fey Union</Color>.
7903,Fathom,Ability,0,"Survey the seas to locate teeming waters.<If(Equal(PlayerParameter(68),18))><If(GreaterThanOrEqualTo(PlayerParameter(69),2))> Activates automatically when class is changed to fisher.<Else/></If><Else/></If>"
7904,Shark Eye,Ability,200,Survey the seas to locate the nearest teeming waters within skill range. Can only execute while <Color(-154)>Fathom</Color> is active.<br><Color(52258)>Duration:</Color> 15s
7905,Shark Eye II,Ability,200,Survey the landscape to locate the highest-level teeming waters within skill range. Can only execute while <Color(-154)>Fathom</Color> is active.<br><Color(52258)>Duration:</Color> 15s
7906,Veteran Trade,DoL Ability,0,Prevent catching the same fish you just caught.
7907,Bountiful Catch,DoL Ability,0,Increases the number of items obtained on your next spearfishing attempt. Yield is determined by fish type and your <Color(-154)>gathering</Color> rating. Some fish cannot be double speared.
7908,Calm Waters,DoL Ability,0,Grants another spearfishing attempt.
7909,Nature's Bounty,DoL Ability,0,Increases the chance of landing a large catch on your next spearfishing attempt.
7910,Salvage,Ability,0,Occasionally discover treasure maps while spearfishing.
7911,Truth of Oceans,Ability,0,Further survey the seas to uncover the nearest swimming shadows within skill range. Can only execute while <Color(-154)>Fathom</Color> is active.
7962,Magitek Pulse,Artillery,0,Fires an explosive projectile at the designated area.<br><Color(52258)>Additional Effect:</Color> Binds magna roader<br><Color(52258)>Duration:</Color> 4s
8324,Stellar Detonation,Ability,50,"While under the effect of <Color(-154)>Earthly Dominance</Color>, detonates the currently deployed <Color(-154)>Earthly Star</Color> creating a <Color(-34022)>Stellar Burst</Color> that deals unaspected damage with a potency of 150 to all nearby enemies.<br><Color(52258)>Additional Effect:</Color> Restores HP of self and nearby party members<br><Color(52258)>Cure Potency:</Color> 540<br>While under the effect of <Color(-154)>Giant Dominance</Color>, detonates the currently deployed <Color(-154)>Earthly Star</Color> creating a <Color(-34022)>Stellar Explosion</Color> that deals unaspected damage with a potency of 200 to all nearby enemies.<br><Color(52258)>Additional Effect:</Color> Restores HP of self and nearby party members<br><Color(52258)>Cure Potency:</Color> 720"
8517,Vril,Ability,30,Use the aetheric residue lingering on your body to temporarily disguise yourself as one of Lakshmi's loyal dreamers.
8623,Double Bubble,Event,25,Sprays a jet of bubbly water.
8624,Magitek Pulse,Ability,100,Fires a magitek-powered burst of energy.
8625,Magitek Thunder,Ability,60,Emits a bolt of magitek-powered lightning.
8746,Fast Blade,Weaponskill,23,Delivers an attack with a potency of 750.<br><Color(52258)>Additional Effect:</Color> Increases <Color(-34022)>Oath Gauge</Color> by 5<br><br>?This action cannot be assigned to a hotbar.
8747,Savage Blade,Weaponskill,23,"Delivers an attack to target.<br><Color(52258)>Combo Action:</Color> <Color(-34022)>Fast Blade</Color><br><Color(52258)>Combo Potency:</Color> 1,000<br><Color(52258)>Combo Bonus:</Color> Increases <Color(-34022)>Oath Gauge</Color> by 5<br><br>?This action cannot be assigned to a hotbar."
8748,Rage of Halone,Weaponskill,23,"Delivers an attack to target.<br><Color(52258)>Combo Action:</Color> <Color(-34022)>Savage Blade</Color><br><Color(52258)>Combo Potency:</Color> 1,250<br><Color(52258)>Combo Bonus:</Color> Reduces target's attack potency and healing magic potency by 10%<br><Color(52258)>Duration:</Color> 15s<br><Color(52258)>Combo Bonus:</Color> Increases <Color(-34022)>Oath Gauge</Color> by 5<br><br>?This action cannot be assigned to a hotbar."
8749,Riot Blade,Weaponskill,23,"Delivers an attack to target.<br><Color(52258)>Combo Action:</Color> <Color(-34022)>Fast Blade</Color><br><Color(52258)>Combo Potency:</Color> 1,000<br><Color(52258)>Combo Bonus:</Color> Increases <Color(-34022)>Oath Gauge</Color> by 5<br><br>?This action cannot be assigned to a hotbar."
8750,Royal Authority,Weaponskill,23,"Delivers an attack to target.<br><Color(52258)>Combo Action:</Color> <Color(-34022)>Riot Blade</Color><br><Color(52258)>Combo Potency:</Color> 1,250<br><Color(52258)>Combo Bonus:</Color> Restores 1,000 MP<br><Color(52258)>Combo Bonus:</Color> Increases <Color(-34022)>Oath Gauge</Color> by 5<br><br>?This action cannot be assigned to a hotbar."
8751,Shield Bash,Ability,50,Delivers an attack with a potency of 500.<br><Color(52258)>Additional Effect:</Color> <Color(-154)>Stun</Color><br><Color(52258)>Duration:</Color> 3s
8752,Holy Spirit,Spell,23,"Delivers an attack with a potency of 1,250.<br><Color(52258)>Additional Effect:</Color> <Color(-154)>Silence</Color><br><Color(52258)>Duration:</Color> 2s"
8753,Clemency,Spell,23,"Restores target's HP.<br><Color(52258)>Cure Potency:</Color> 2,000<br><Color(52258)>Additional Effect:</Color> Restores to self 50% of HP restored to target if target is a party member"
8754,Requiescat,Ability,300,Delivers an attack with a potency of 500. Potency increases up to 400% as MP nears maximum.<br><Color(52258)>Additional Effect:</Color> Increases attack magic potency by 50% and healing magic potency by 25%.<br><Color(52258)>Duration:</Color> 10s
8755,Hallowed Ground,Ability,1200,Renders you impervious to most attacks.<br><Color(52258)>Duration:</Color> 5s
8756,Cover,Ability,30,Take all damage intended for another party member. Only active when member is closer than 10 yalms.<br><Color(52258)>Oath Gauge Cost:</Color> 20<br>Depletes <Color(-34022)>Oath Gauge</Color> by 20 periodically while active.
8757,Uncover,Ability,30,Removes <Color(-154)>Cover</Color> status.
8758,Heavy Swing,Weaponskill,23,Delivers an attack with a potency of 750.<br><br>?This action cannot be assigned to a hotbar.
8759,Skull Sunder,Weaponskill,23,"Delivers an attack to target.<br><Color(52258)>Combo Action:</Color> <Color(-34022)>Heavy Swing</Color><br><Color(52258)>Combo Potency:</Color> 1,000<br><Color(52258)>Combo Bonus:</Color> Increases <Color(-34022)>Beast Gauge</Color> by 10<br><br>?This action cannot be assigned to a hotbar."
8760,Butcher's Block,Weaponskill,23,"Delivers an attack to target.<br><Color(52258)>Combo Action:</Color> <Color(-34022)>Skull Sunder</Color><br><Color(52258)>Combo Potency:</Color> 1,500<br><Color(52258)>Additional Effect:</Color> Increases target's damage taken by 10%<br><Color(52258)>Duration:</Color> 15s<br><Color(52258)>Combo Bonus:</Color> Increases <Color(-34022)>Beast Gauge</Color> by 10<br><br>?This action cannot be assigned to a hotbar."
8761,Maim,Weaponskill,23,Delivers an attack to target.<br><Color(52258)>Combo Action:</Color> <Color(-34022)>Heavy Swing</Color><br><Color(52258)>Combo Potency:</Color> 750<br><Color(52258)>Combo Bonus:</Color> Increases <Color(-34022)>Beast Gauge</Color> by 10<br><br>?This action cannot be assigned to a hotbar.
8762,Storm's Path,Weaponskill,23,"Delivers an attack to target.<br><Color(52258)>Combo Action:</Color> <Color(-34022)>Maim</Color><br><Color(52258)>Combo Potency:</Color> 1,250<br><Color(52258)>Combo Bonus:</Color> Increases <Color(-34022)>Beast Gauge</Color> by 20<br><br>?This action cannot be assigned to a hotbar."
8763,Fell Cleave,Weaponskill,23,"Delivers an attack with a potency of 2,000.<br><Color(52258)>Beast Gauge Cost:</Color> 50<br><br>?Action changes to <Color(-34022)>Inner Beast</Color> while under the effect of <Color(-154)>Defiance</Color>."
8764,Tomahawk,Ability,50,Delivers a ranged attack with a potency of 500.<br><Color(52258)>Additional Effect:</Color> <Color(-154)>Heavy</Color> +50%<br><Color(52258)>Duration:</Color> 3s
8765,Onslaught,Ability,150,Rushes target and delivers an attack with a potency of 500.<br><Color(52258)>Additional Effect:</Color> 3-yalm knockback<br><Color(52258)>Beast Gauge Cost:</Color> 20<br>Cannot be executed while bound.
8766,Upheaval,Ability,300,Delivers an attack with a potency of 500. Potency increases up to 400% as HP nears maximum.<br><Color(52258)>Beast Gauge Cost:</Color> 20
8767,Holmgang,Ability,600,"Draws target towards caster, and binds both.<br><Color(52258)>Duration:</Color> 4s<br>Most attacks cannot reduce your HP to less than 1."
8768,Inner Release,Ability,1200,"Halves <Color(-34022)>Beast Gauge</Color> costs and nullifies <Color(-154)>Stun</Color>, <Color(-154)>Sleep</Color>, <Color(-154)>Bind</Color>, <Color(-154)>Heavy</Color>, <Color(-154)>Slow</Color>, <Color(-154)>Silence</Color>, and knockback effects.<br><Color(52258)>Duration: </Color>15s"
8769,Hard Slash,Weaponskill,23,Delivers an attack with a potency of 750.<br><br>?This action cannot be assigned to a hotbar.
8770,Spinning Slash,Weaponskill,23,"Delivers an attack to target.<br><Color(52258)>Combo Action:</Color> <Color(-34022)>Hard Slash</Color><br><Color(52258)>Combo Potency:</Color> 1,000<br><br>?This action cannot be assigned to a hotbar."
8771,Power Slash,Weaponskill,23,"Delivers an attack to target.<br><Color(52258)>Combo Action:</Color> <Color(-34022)>Spinning Slash</Color><br><Color(52258)>Combo Potency:</Color> 1,500<br><Color(52258)>Additional Effect:</Color> Reduces target's HP recovered by healing magic by 20%<br><Color(52258)>Duration: </Color>15s<br><br>?This action cannot be assigned to a hotbar."
8772,Syphon Strike,Weaponskill,23,"Delivers an attack to target.<br><Color(52258)>Combo Action:</Color> <Color(-34022)>Hard Slash</Color><br><Color(52258)>Combo Potency:</Color> 1,250<br><br>?This action cannot be assigned to a hotbar."
8773,Souleater,Weaponskill,23,"Delivers an attack to target.<br><Color(52258)>Combo Action:</Color> <Color(-34022)>Syphon Strike</Color><br><Color(52258)>Combo Potency:</Color> 1,250<br><Color(52258)>Combo Bonus:</Color> Absorbs 100% of damage dealt as HP<br><Color(52258)>Combo Bonus:</Color> Restores 1,000 MP<br><Color(52258)>Combo Bonus:</Color> Increases <Color(-34022)>Blood Gauge</Color> by 20<br><br>?This action cannot be assigned to a hotbar."
8774,Low Blow,Ability,50,Delivers an attack with a potency of 750.<br><Color(52258)>Additional Effect:</Color> <Color(-154)>Stun</Color><br><Color(52258)>Duration:</Color> 2s
8775,Unmend,Spell,100,Deals unaspected damage with a potency of 500.<br><Color(52258)>Additional Effect:</Color> 10-yalm draw-in
8776,Bloodspiller,Weaponskill,23,"Delivers an attack with a potency of 2,000.<br><Color(52258)>Additional Effect:</Color> <Color(-154)>Silence</Color><br><Color(52258)>Duration:</Color> 2s<br><Color(52258)>Blood Gauge Cost:</Color> 50"
8777,Plunge,Ability,300,Rushes target and delivers an attack with a potency of 500.<br>Recast time is reset if <Color(-34022)>Plunge</Color> records a KO or an assist.<br>Cannot be executed while bound.
8778,Sole Survivor,Ability,600,Increases target's damage taken by 10%. Restores 25% of your maximum HP and MP and increases <Color(-34022)>Blood Gauge</Color> by 50 if target is KO'd before effect expires.<br><Color(52258)>Duration:</Color> 10s
8779,The Blackest Night,Ability,100,Creates a barrier around self or target party member that absorbs damage totaling 20% of your maximum HP.<Color(52258)>Duration: </Color>5s<br>Increases <Color(-34022)>Blood Gauge</Color> by 20 when full 20% is absorbed.
8780,Bootshine,Weaponskill,23,"Delivers an attack with a potency of 1,000.<br><br>?This action cannot be assigned to a hotbar."
8781,True Strike,Weaponskill,23,"Delivers an attack to target.<br><Color(52258)>Combo Action:</Color> <Color(-34022)>Bootshine</Color><br><Color(52258)>Combo Potency:</Color> 1,000<br><br>?This action cannot be assigned to a hotbar."
8782,Snap Punch,Weaponskill,23,"Delivers an attack to target.<br><Color(52258)>Combo Action:</Color> <Color(-34022)>True Strike</Color><br><Color(52258)>Combo Potency:</Color> 1,250<br><Color(52258)>Combo Bonus:</Color> Grants <Color(-154)>Greased Lightning</Color><br><Color(52258)>Duration:</Color> 15s<br><Color(52258)>Greased Lightning Bonus:</Color> Increases damage dealt by 5% and reduces weaponskill cast time and recast time by 5%<br><Color(52258)>Greased Lightning III Bonus:</Color> Opens a chakra<br><br>?This action cannot be assigned to a hotbar."
8783,Dragon Kick,Weaponskill,23,Delivers an attack with a potency of 500.<br><br>?This action cannot be assigned to a hotbar.
8784,Twin Snakes,Weaponskill,23,Delivers an attack to target.<br><Color(52258)>Combo Action:</Color> <Color(-34022)>Dragon Kick</Color><br><Color(52258)>Combo Potency:</Color> 750<br><br>?This action cannot be assigned to a hotbar.
8785,Demolish,Weaponskill,23,Delivers an attack to target.<br><Color(52258)>Combo Action:</Color> <Color(-34022)>Twin Snakes</Color><br><Color(52258)>Combo Potency:</Color> 500<br><Color(52258)>Combo Bonus:</Color> Damage over time<br><Color(52258)>Potency:</Color> 300<br><Color(52258)>Duration:</Color> 18s<br><Color(52258)>Combo Bonus:</Color> Increases damage you deal target by 10%<br><Color(52258)>Duration:</Color> 18s<br><Color(52258)>Combo Bonus:</Color> Grants <Color(-154)>Greased Lightning</Color><br><Color(52258)>Duration:</Color> 15s<br><Color(52258)>Greased Lightning Bonus:</Color> Increases damage dealt by 5% and reduces weaponskill cast time and recast time by 5%<br><Color(52258)>Greased Lightning III Bonus:</Color> Opens a chakra<br><br>?This action cannot be assigned to a hotbar.
8786,Form Shift,Weaponskill,23,Grants <Color(-154)>Greased Lightning</Color>.<br><Color(52258)>Duration:</Color> 15s<br><Color(52258)>Greased Lightning Bonus:</Color> Increases damage dealt by 5% and reduces weaponskill cast time and recast time by 5%
8787,Wind Tackle,Ability,300,Rushes target and delivers an attack with a potency of 500.<br><Color(52258)>Additional Effect:</Color> Grants <Color(-154)>Riddle of Wind</Color><br><Color(52258)>Duration:</Color> 10s<br>Cannot be executed while bound.<br><br>?Action changes to <Color(-34022)>Riddle of Wind</Color> while under the effect of <Color(-154)>Riddle of Wind</Color>.
8788,Riddle of Earth,Ability,600,Grants <Color(-154)>Riddle of Earth</Color>.<br><Color(52258)>Duration: </Color>10s<br><Color(52258)>Additional Effect:</Color> Grants <Color(-154)>Earth's Reply</Color> upon losing 50% or more of maximum HP<br><Color(52258)>Duration: </Color>10s<br><Color(52258)>Earth's Reply Bonus: </Color>Increases damage dealt by 10% and reduces damage taken by 10%
8789,Tornado Kick,Ability,100,"Delivers an attack with a potency of 2,500.<br>Can only be executed while under the effect of <Color(-154)>Greased Lightning III</Color>. Effect fades upon execution."
8790,The Forbidden Chakra,Ability,100,"Delivers an attack with a potency of 2,000.<br>Can only be executed while under the effect of the <Color(-154)>Fifth Chakra</Color>. The five chakras close upon execution."
8791,True Thrust,Weaponskill,23,Delivers an attack with a potency of 750.<br><br>?This action cannot be assigned to a hotbar.
8792,Vorpal Thrust,Weaponskill,23,"Delivers an attack to target.<br><Color(52258)>Combo Action:</Color> <Color(-34022)>True Thrust</Color><br><Color(52258)>Combo Potency:</Color> 1,250<br><br>?This action cannot be assigned to a hotbar."
8793,Full Thrust,Weaponskill,23,"Delivers an attack to target.<br><Color(52258)>Combo Action:</Color> <Color(-34022)>Vorpal Thrust</Color><br><Color(52258)>Combo Potency:</Color> 1,750<br><br>?This action cannot be assigned to a hotbar."
8794,Fang and Claw,Weaponskill,23,"Delivers an attack to target.<br><Color(52258)>Combo Action:</Color> <Color(-34022)>Full Thrust</Color><br><Color(52258)>Combo Potency:</Color> 1,250<br><Color(52258)>Combo Bonus:</Color> Strengthens the gaze on your <Color(-34022)>Dragon Gauge</Color> by 1<br><Color(52258)>Combo Bonus:</Color> Extends <Color(-154)>Blood of the Dragon</Color> or <Color(-154)>Life of the Dragon</Color> duration by 15s to a maximum of 30s<br>Can only be executed while under the effect of either <Color(-154)>Blood of the Dragon</Color> or <Color(-154)>Life of the Dragon</Color>.<br><br>?This action cannot be assigned to a hotbar."
8795,Impulse Dive,Weaponskill,23,Delivers an attack with a potency of 500.<br><br>?This action cannot be assigned to a hotbar.
8796,Disembowel,Weaponskill,23,"Delivers an attack to target.<br><Color(52258)>Combo Action:</Color> <Color(-34022)>Impulse Dive</Color><br><Color(52258)>Combo Potency:</Color> 1,000<br><br>?This action cannot be assigned to a hotbar."
8797,Chaos Thrust,Weaponskill,23,"Delivers an attack to target.<br><Color(52258)>Combo Action:</Color> <Color(-34022)>Disembowel</Color><br><Color(52258)>Combo Potency:</Color> 1,250<br><Color(52258)>Combo Bonus:</Color> Damage over time<br><Color(52258)>Potency:</Color> 200<br><Color(52258)>Duration:</Color> 18s<br><Color(52258)>Combo Bonus:</Color> Increases damage you deal target by 10%<br><Color(52258)>Duration:</Color> 18s<br><br>?This action cannot be assigned to a hotbar."
8798,Wheeling Thrust,Weaponskill,23,"Delivers an attack to target.<br><Color(52258)>Combo Action:</Color> <Color(-34022)>Chaos Thrust</Color><br><Color(52258)>Combo Potency:</Color> 1,250<br><Color(52258)>Combo Bonus:</Color> Strengthens the gaze on your <Color(-34022)>Dragon Gauge</Color> by 1<br><Color(52258)>Combo Bonus:</Color> Extends <Color(-154)>Blood of the Dragon</Color> or <Color(-154)>Life of the Dragon</Color> duration by 15s to a maximum of 30s<br>Can only be executed while under the effect of either <Color(-154)>Blood of the Dragon</Color> or <Color(-154)>Life of the Dragon</Color><br><br>?This action cannot be assigned to a hotbar."
8799,Piercing Talon,Weaponskill,23,Delivers a ranged attack with a potency of 500. Potency increases up to 400% the lower the target's HP.
8801,Jump,Ability,50,"Delivers a jumping attack with a potency of 1,250. Returns you to your original position after the attack is made.<br><Color(52258)>Additional Effect:</Color> Strengthens the gaze on your <Color(-34022)>Dragon Gauge</Color> by 1 if under the effect of <Color(-154)>Blood of the Dragon</Color> or <Color(-154)>Life of the Dragon</Color><br>Cannot be executed while bound."
8802,Spineshatter Dive,Ability,150,Delivers a jumping attack with a potency of 500.<br><Color(52258)>Additional Effect:</Color> Strengthens the gaze on your <Color(-34022)>Dragon Gauge</Color> by 1 if under the effect of <Color(-154)>Blood of the Dragon</Color> or <Color(-154)>Life of the Dragon</Color><br>Cannot be executed while bound.
8803,Elusive Jump,Ability,300,"Executes a jump to a location 15 yalms behind you, while removing any <Color(-154)>Heavy</Color> or <Color(-154)>Bind</Color> effects."
8804,Blood of the Dragon,Ability,100,Increases potency of <Color(-34022)>Jump</Color> and <Color(-34022)>Spineshatter Dive</Color> by 50%.<br><Color(52258)>Duration:</Color> 15s<br><br>?Action changes to <Color(-34022)>Geirskogul</Color> while under the effect of <Color(-154)>Blood of the Dragon</Color>.<br>?Action changes to <Color(-34022)>Nastrond</Color> while under the effect of <Color(-154)>Life of the Dragon</Color>.
8805,Geirskogul,Ability,100,"Delivers an attack to all enemies in a straight line before you with a potency of 2,000 for the first enemy, 25% less for the second, 50% less for the third, and 75% less for all remaining enemies. Removes <Color(-154)>Blood of the Dragon</Color> status and all eyes from your <Color(-34022)>Dragon Gauge</Color>.<br><Color(52258)>Additional Effect:</Color> Grants <Color(-154)>Life of the Dragon</Color><br><Color(52258)>Life of the Dragon Bonus:</Color> Increases potency of <Color(-34022)>Jump</Color> and <Color(-34022)>Spineshatter Dive</Color> by 50%<br><Color(52258)>Duration:</Color> 15s<br>Can only be executed while under the effect of <Color(-154)>Blood of the Dragon</Color> and under the full gaze of the first brood.<br><br>?This action cannot be assigned to a hotbar."
8806,Nastrond,Ability,100,"Delivers an attack to all enemies in a straight line before you with a potency of 3,000 for the first enemy, 25% less for the second, 50% less for the third, and 75% less for all remaining enemies. Removes <Color(-154)>Life of the Dragon</Color> status and all eyes from your <Color(-34022)>Dragon Gauge</Color>.<br><Color(52258)>Additional Effect:</Color> Grants <Color(-154)>Blood of the Dragon</Color><br><Color(52258)>Blood of the Dragon Bonus:</Color> Increases potency of <Color(-34022)>Jump</Color> and <Color(-34022)>Spineshatter Dive</Color> by 50%<br><Color(52258)>Duration:</Color> 15s<br>Can only be executed while under the effect of <Color(-154)>Life of the Dragon</Color> and under the full gaze of the first brood.<br><br>?This action cannot be assigned to a hotbar."
8807,Spinning Edge,Weaponskill,23,Delivers an attack with a potency of 750.<br><Color(52258)>Additional Effect:</Color> Increases <Color(-34022)>Ninki Gauge</Color> by 10<br><br>?This action cannot be assigned to a hotbar.
8808,Gust Slash,Weaponskill,23,"Delivers an attack to target.<br><Color(52258)>Combo Action:</Color> <Color(-34022)>Spinning Edge</Color><br><Color(52258)>Combo Potency:</Color> 1,250<br><Color(52258)>Combo Bonus:</Color> Increases <Color(-34022)>Ninki Gauge</Color> by 10<br><br>?This action cannot be assigned to a hotbar."
8809,Aeolian Edge,Weaponskill,23,"Delivers an attack to target.<br><Color(52258)>Combo Action:</Color> <Color(-34022)>Gust Slash</Color><br><Color(52258)>Combo Potency:</Color> 1,500<br><Color(52258)>Combo Bonus:</Color> Increases <Color(-34022)>Ninki Gauge</Color> by 10<br><br>?This action cannot be assigned to a hotbar."
